identifiant_contrat;code_etablissement;code_produit;type_produit;date_ouverture;date_echeance;montant_initial;montant_restant_du;devise;type_taux;taux_dar;duree_initiale_mois;identifiant_tiers;statut_contrat;segment_clientele
C000624;ETB001;PEL;EPARGNE;2015-07-22;;428082.7;;EUR;;;;T000091;CONTENTIEUX;PME
C000625;ETB001;CREDIT_BAIL;CREDIT;2017-09-21;2035-07-29;240074.42;80209.42;EUR;FIXE;2.6669;240;T000191;ACTIF;PARTICULIER
C000626;ETB001;LIVRET_A;EPARGNE;2022-04-04;;177038.49;;EUR;;;;T000414;ACTIF;ETI
C000627;ETB001;CREDIT_BAIL;CREDIT;2018-08-16;2037-07-29;264823.6;87063.01;EUR;VARIABLE;;120;T000392;ACTIF;
C000628;ETB001;DECOUVERT;CREDIT;2023-04-23;2024-10-03;269579.89;85500.9;EUR;REVISABLE;;60;T000209;ACTIF;ETI
C000629;ETB001;LIVRET_A;EPARGNE;2020-12-12;;51442.48;;EUR;;;;T000301;ACTIF;PME
C000630;ETB001;LIVRET_A;EPARGNE;2022-11-11;;474668.88;;EUR;;;;T000332;CLOTURE;ETI
C000631;ETB001;PRET_CONSO;CREDIT;2022-11-13;2035-07-28;10316.85;1921.59;EUR;FIXE;3.6393;180;T000070;CONTENTIEUX;ETI
C000632;ETB001;LIVRET_A;EPARGNE;2017-02-23;;385658.13;;EUR;;;;T000049;ACTIF;PME
C000633;ETB001;LIVRET_A;EPARGNE;2022-03-19;;300381.12;;EUR;;;;T000295;ACTIF;ETI
C000634;ETB001;CAT;DEPOT;2017-01-01;;413399.94;;EUR;;;;T000482;CONTENTIEUX;PARTICULIER
C000635;ETB001;LIVRET_A;EPARGNE;2020-02-18;;212168.56;;EUR;;;;T000113;ACTIF;PARTICULIER
C000636;ETB001;PRET_CONSO;CREDIT;2021-08-13;2038-02-10;263576.18;153031.11;EUR;VARIABLE;;240;T000189;ACTIF;ETI
C000637;ETB001;PEL;EPARGNE;2017-07-21;;61355.23;;EUR;;;;T000114;ACTIF;PARTICULIER
C000638;ETB001;CAT;DEPOT;2023-10-15;;331578.81;;EUR;;;;T000150;CONTENTIEUX;ETI
C000639;ETB001;CREDIT_BAIL;CREDIT;2015-06-06;2036-05-16;66640.41;8497.47;EUR;VARIABLE;;60;T000277;ACTIF;PARTICULIER
C000640;ETB001;PEL;EPARGNE;2020-11-07;;379474.3;;EUR;;;;T000043;CONTENTIEUX;PARTICULIER
C000641;ETB001;PEL;EPARGNE;2019-06-28;;173642.3;;EUR;;;;T000436;CONTENTIEUX;PME
C000642;ETB001;PRET_IMMO;CREDIT;2023-02-18;2030-08-22;361862.31;200769.37;EUR;VARIABLE;;300;T000371;CONTENTIEUX;PARTICULIER
C000643;ETB001;CAT;DEPOT;2016-08-24;;20334.43;;EUR;;;;T000101;CLOTURE;PARTICULIER
C000644;ETB001;PRET_IMMO;CREDIT;2016-04-11;2033-10-14;76726.02;26244.39;EUR;REVISABLE;;300;T000491;CLOTURE;
C000645;ETB001;CAT;DEPOT;2016-12-16;;310094.24;;EUR;;;;T000282;CLOTURE;PARTICULIER
C000646;ETB001;DAV;DEPOT;2023-01-28;;184876.0;;EUR;;;;T000097;CLOTURE;PARTICULIER
C000647;ETB001;LIVRET_A;EPARGNE;2022-05-30;;159088.58;;EUR;;;;T000211;ACTIF;
C000648;ETB001;PRET_CONSO;CREDIT;2023-08-05;2028-08-01;377431.09;67478.16;EUR;VARIABLE;;120;T000331;ACTIF;
C000649;ETB001;DECOUVERT;CREDIT;2022-10-14;2028-04-08;290531.38;225343.65;EUR;REVISABLE;;240;T000020;ACTIF;ETI
C000650;ETB001;DAV;DEPOT;2023-07-17;;379445.73;;EUR;;;;T000041;ACTIF;
C000651;ETB001;DAV;DEPOT;2018-01-30;;428055.07;;EUR;;;;T000341;ACTIF;PME
C000652;ETB001;PRET_CONSO;CREDIT;2019-07-04;2039-04-04;178250.74;95772.62;EUR;FIXE;0.9663;60;T000158;ACTIF;PME
C000653;ETB001;PEL;EPARGNE;2021-12-27;;36759.8;;EUR;;;;T000332;CLOTURE;PME
C000654;ETB001;CREDIT_BAIL;CREDIT;2023-08-29;2038-01-29;421075.05;176546.25;EUR;VARIABLE;;120;T000234;CONTENTIEUX;
C000655;ETB001;PEL;EPARGNE;2016-02-11;;374368.89;;EUR;;;;T000442;CLOTURE;ETI
C000656;ETB001;CREDIT_BAIL;CREDIT;2018-03-31;2035-08-26;331670.49;192670.59;EUR;FIXE;0.8575;300;T000448;ACTIF;ETI
C000657;ETB001;DAV;DEPOT;2022-07-30;;386712.69;;EUR;;;;T000074;ACTIF;
C000658;ETB001;DAV;DEPOT;2015-09-06;;81275.24;;EUR;;;;T000423;ACTIF;ETI
C000659;ETB001;DAV;DEPOT;2023-05-05;;29472.83;;EUR;;;;T000439;ACTIF;PME
C000660;ETB001;DAV;DEPOT;2017-06-11;;416786.37;;EUR;;;;T000144;CLOTURE;
C000661;ETB001;PEL;EPARGNE;2019-07-13;;35943.81;;EUR;;;;T000314;CONTENTIEUX;ETI
C000662;ETB001;CREDIT_BAIL;CREDIT;2015-12-16;2025-01-25;181392.49;61174.1;EUR;FIXE;1.5855;60;T000187;CONTENTIEUX;PME
C000663;ETB001;CAT;DEPOT;2022-12-28;;18460.5;;EUR;;;;T000281;CONTENTIEUX;PARTICULIER
C000664;ETB001;PRET_CONSO;CREDIT;2022-09-24;2032-06-20;204731.81;63441.26;EUR;VARIABLE;;240;T000167;CONTENTIEUX;ETI
C000665;ETB001;PEL;EPARGNE;2016-10-10;;395341.47;;EUR;;;;T000165;CONTENTIEUX;
C000666;ETB001;DAV;DEPOT;2023-12-30;;45312.36;;EUR;;;;T000043;CLOTURE;PME
C000667;ETB001;PEL;EPARGNE;2019-08-15;;402470.82;;EUR;;;;T000356;ACTIF;ETI
C000668;ETB001;PRET_CONSO;CREDIT;2015-08-11;2028-06-25;147713.05;74108.17;EUR;FIXE;4.1835;300;T000125;CLOTURE;PARTICULIER
C000669;ETB001;CREDIT_BAIL;CREDIT;2019-04-21;2024-10-06;266744.32;137441.13;EUR;VARIABLE;;180;T000148;CLOTURE;PME
C000670;ETB001;PRET_IMMO;CREDIT;2017-12-08;2039-03-23;158954.54;46301.83;EUR;FIXE;2.421;180;T000011;ACTIF;PME
C000671;ETB001;DECOUVERT;CREDIT;2019-03-13;2031-11-02;477728.16;142821.75;EUR;VARIABLE;;240;T000295;CONTENTIEUX;ETI
C000672;ETB001;DECOUVERT;CREDIT;2021-09-29;2035-09-05;417767.35;57364.05;EUR;VARIABLE;;60;T000226;CONTENTIEUX;PARTICULIER
C000673;ETB001;PRET_IMMO;CREDIT;2019-11-16;2039-03-30;50228.07;29999.41;EUR;VARIABLE;;300;T000387;CLOTURE;
C000674;ETB001;DECOUVERT;CREDIT;2022-05-15;2024-05-25;412242.04;345905.53;EUR;FIXE;4.5985;120;T000274;CONTENTIEUX;
C000675;ETB001;CREDIT_BAIL;CREDIT;2021-10-15;2029-09-11;253157.23;44687.95;EUR;REVISABLE;;240;T000330;ACTIF;PME
C000676;ETB001;PRET_IMMO;CREDIT;2016-10-13;2033-08-01;191843.87;171061.57;EUR;REVISABLE;;60;T000234;CLOTURE;ETI
C000677;ETB001;DECOUVERT;CREDIT;2018-11-26;2037-09-04;376127.46;105030.06;EUR;VARIABLE;;180;T000216;ACTIF;PME
C000678;ETB001;PRET_IMMO;CREDIT;2018-10-31;2035-07-06;368027.11;128766.47;EUR;FIXE;0.8697;180;T000408;ACTIF;PME
C000679;ETB001;PEL;EPARGNE;2018-01-02;;274804.52;;EUR;;;;T000478;CONTENTIEUX;ETI
C000680;ETB001;LIVRET_A;EPARGNE;2021-11-10;;16064.98;;EUR;;;;T000160;CLOTURE;PME
C000681;ETB001;PRET_CONSO;CREDIT;2021-07-19;2029-08-27;254033.17;143211.74;EUR;FIXE;4.6935;180;T000174;ACTIF;ETI
C000682;ETB001;PRET_IMMO;CREDIT;2019-03-22;2025-12-25;479571.24;154839.79;EUR;REVISABLE;;240;T000169;ACTIF;PARTICULIER
C000683;ETB001;PEL;EPARGNE;2015-02-06;;425429.89;;EUR;;;;T000218;CLOTURE;
C000684;ETB001;DAV;DEPOT;2023-01-11;;445918.64;;EUR;;;;T000334;CONTENTIEUX;PARTICULIER
C000685;ETB001;CREDIT_BAIL;CREDIT;2022-07-19;2027-05-04;368072.74;269263.09;EUR;FIXE;4.3757;120;T000353;CLOTURE;PARTICULIER
C000686;ETB001;PEL;EPARGNE;2023-05-19;;185831.27;;EUR;;;;T000364;ACTIF;PARTICULIER
C000687;ETB001;DECOUVERT;CREDIT;2017-04-12;2038-08-10;263442.87;216902.63;EUR;REVISABLE;;60;T000338;CLOTURE;PARTICULIER
C000688;ETB001;DECOUVERT;CREDIT;2015-06-15;2034-05-04;134533.81;58142.14;EUR;FIXE;2.8726;240;T000001;CONTENTIEUX;
C000689;ETB001;LIVRET_A;EPARGNE;2019-09-05;;51057.75;;EUR;;;;T000155;CLOTURE;PME
C000690;ETB001;PEL;EPARGNE;2022-10-23;;485827.11;;EUR;;;;T000440;CLOTURE;ETI
C000691;ETB001;PEL;EPARGNE;2023-01-05;;459043.82;;EUR;;;;T000098;CONTENTIEUX;PME
C000692;ETB001;PEL;EPARGNE;2022-08-14;;148020.72;;EUR;;;;T000220;ACTIF;
C000693;ETB001;DECOUVERT;CREDIT;2021-11-16;2028-07-05;345505.93;185186.62;EUR;REVISABLE;;240;T000084;CONTENTIEUX;PME
C000694;ETB001;DAV;DEPOT;2022-04-01;;377520.76;;EUR;;;;T000011;ACTIF;
C000695;ETB001;PRET_CONSO;CREDIT;2015-03-09;2037-05-28;412170.21;94062.9;EUR;FIXE;1.1988;180;T000332;CONTENTIEUX;
C000696;ETB001;PRET_CONSO;CREDIT;2018-10-15;2035-12-24;322540.16;70725.46;EUR;REVISABLE;;180;T000349;ACTIF;ETI
C000697;ETB001;LIVRET_A;EPARGNE;2021-05-13;;369531.66;;EUR;;;;T000066;ACTIF;ETI
C000698;ETB001;DAV;DEPOT;2022-06-09;;55667.94;;EUR;;;;T000067;ACTIF;ETI
C000699;ETB001;CAT;DEPOT;2016-12-13;;449764.83;;EUR;;;;T000136;ACTIF;
C000700;ETB001;CAT;DEPOT;2016-08-28;;202155.79;;EUR;;;;T000446;ACTIF;PARTICULIER
C000701;ETB001;CREDIT_BAIL;CREDIT;2015-11-09;2024-03-23;498249.24;85314.99;EUR;VARIABLE;;240;T000393;CLOTURE;
C000702;ETB001;DAV;DEPOT;2022-02-03;;493697.69;;EUR;;;;T000251;CONTENTIEUX;PME
C000703;ETB001;LIVRET_A;EPARGNE;2023-05-20;;291316.23;;EUR;;;;T000148;ACTIF;PARTICULIER
C000704;ETB001;LIVRET_A;EPARGNE;2022-10-12;;378814.84;;EUR;;;;T000101;ACTIF;PME
C000705;ETB001;PRET_CONSO;CREDIT;2023-07-28;2030-01-04;301675.77;253751.23;EUR;REVISABLE;;300;T000482;ACTIF;ETI
C000706;ETB001;LIVRET_A;EPARGNE;2019-12-02;;387209.95;;EUR;;;;T000028;ACTIF;PARTICULIER
C000707;ETB001;CREDIT_BAIL;CREDIT;2018-03-18;2036-11-13;356887.93;224253.9;EUR;REVISABLE;;300;T000257;ACTIF;PARTICULIER
C000708;ETB001;PRET_IMMO;CREDIT;2020-09-06;2040-12-05;132610.38;23752.97;EUR;FIXE;3.136;120;T000039;CONTENTIEUX;PARTICULIER
C000709;ETB001;PEL;EPARGNE;2021-02-04;;2456.34;;EUR;;;;T000082;ACTIF;
C000710;ETB001;DECOUVERT;CREDIT;2023-02-28;2029-04-19;195408.84;63622.03;EUR;VARIABLE;;60;T000031;ACTIF;PME
C000711;ETB001;PRET_CONSO;CREDIT;2022-10-14;2024-09-02;247511.96;27725.68;EUR;FIXE;1.5685;60;T000132;CLOTURE;PME
C000712;ETB001;LIVRET_A;EPARGNE;2016-04-10;;259319.53;;EUR;;;;T000195;ACTIF;ETI
C000713;ETB001;DAV;DEPOT;2016-08-30;;420586.99;;EUR;;;;T000324;ACTIF;PARTICULIER
C000714;ETB001;PRET_CONSO;CREDIT;2019-08-02;2031-09-09;134001.58;50413.36;EUR;VARIABLE;;300;T000479;ACTIF;
C000715;ETB001;LIVRET_A;EPARGNE;2022-02-14;;82445.8;;EUR;;;;T000133;ACTIF;PARTICULIER
C000716;ETB001;PRET_IMMO;CREDIT;2016-01-25;2032-11-15;259238.32;203368.75;EUR;VARIABLE;;240;T000301;ACTIF;
C000717;ETB001;CREDIT_BAIL;CREDIT;2023-04-21;2026-08-28;225157.64;24458.2;EUR;VARIABLE;;180;T000243;ACTIF;
C000718;ETB001;CAT;DEPOT;2015-03-25;;60151.07;;EUR;;;;T000189;ACTIF;
C000719;ETB001;DAV;DEPOT;2015-04-05;;241753.59;;EUR;;;;T000115;ACTIF;PARTICULIER
C000720;ETB001;CAT;DEPOT;2021-09-11;;492573.91;;EUR;;;;T000479;ACTIF;PARTICULIER
C000721;ETB001;DECOUVERT;CREDIT;2021-08-25;2040-05-23;90115.65;79030.91;EUR;VARIABLE;;60;T000114;ACTIF;PARTICULIER
C000722;ETB001;PEL;EPARGNE;2023-02-03;;144431.25;;EUR;;;;T000056;ACTIF;ETI
C000723;ETB001;CAT;DEPOT;2015-01-31;;414192.08;;EUR;;;;T000203;ACTIF;
C000724;ETB001;DECOUVERT;CREDIT;2015-02-10;2029-04-18;150284.47;41383.94;EUR;VARIABLE;;180;T000231;ACTIF;PARTICULIER
C000725;ETB001;CREDIT_BAIL;CREDIT;2021-05-11;2036-09-23;321619.47;166094.78;EUR;FIXE;4.9929;180;T000246;CONTENTIEUX;PME
C000726;ETB001;DECOUVERT;CREDIT;2017-11-13;2024-12-18;56638.29;24747.24;EUR;FIXE;4.1274;240;T000091;CONTENTIEUX;PARTICULIER
C000727;ETB001;LIVRET_A;EPARGNE;2016-08-27;;111160.01;;EUR;;;;T000201;ACTIF;PARTICULIER
C000728;ETB001;DECOUVERT;CREDIT;2015-12-05;2039-06-10;360354.44;266508.71;EUR;REVISABLE;;120;T000206;ACTIF;PARTICULIER
C000729;ETB001;PRET_IMMO;CREDIT;2020-12-30;2025-07-26;247672.35;100077.68;EUR;FIXE;4.8888;240;T000418;ACTIF;
C000730;ETB001;DAV;DEPOT;2019-10-03;;282185.62;;EUR;;;;T000367;ACTIF;ETI
C000731;ETB001;PEL;EPARGNE;2021-10-15;;281005.75;;EUR;;;;T000320;CLOTURE;PME
C000732;ETB001;PRET_CONSO;CREDIT;2016-06-08;2037-12-23;331785.72;78195.04;EUR;FIXE;2.8704;240;T000461;ACTIF;ETI
C000733;ETB001;CREDIT_BAIL;CREDIT;2022-07-01;2024-11-16;159078.37;29380.36;EUR;FIXE;4.8609;240;T000221;CLOTURE;ETI
C000734;ETB001;LIVRET_A;EPARGNE;2021-05-21;;84041.47;;EUR;;;;T000165;CLOTURE;PARTICULIER
C000735;ETB001;LIVRET_A;EPARGNE;2017-04-21;;489732.27;;EUR;;;;T000461;ACTIF;PME
C000736;ETB001;CAT;DEPOT;2023-01-31;;280084.8;;EUR;;;;T000204;CONTENTIEUX;
C000737;ETB001;CAT;DEPOT;2023-07-12;;347000.93;;EUR;;;;T000263;ACTIF;
C000738;ETB001;PEL;EPARGNE;2021-11-12;;2569.53;;EUR;;;;T000312;CLOTURE;PME
C000739;ETB001;LIVRET_A;EPARGNE;2020-05-27;;176096.61;;EUR;;;;T000273;CLOTURE;
C000740;ETB001;PRET_IMMO;CREDIT;2015-02-07;2033-10-18;383421.43;64811.79;EUR;FIXE;4.5291;180;T000193;ACTIF;ETI
C000741;ETB001;DECOUVERT;CREDIT;2016-12-03;2027-02-04;331662.15;92615.5;EUR;FIXE;2.7489;300;T000001;ACTIF;PARTICULIER
C000742;ETB001;PRET_IMMO;CREDIT;2019-05-19;2032-04-19;40643.53;27329.04;EUR;VARIABLE;;240;T000296;CLOTURE;PME
C000743;ETB001;PEL;EPARGNE;2017-10-14;;283852.06;;EUR;;;;T000208;ACTIF;PME
C000744;ETB001;PRET_CONSO;CREDIT;2015-09-07;2033-01-25;162316.73;53397.3;EUR;VARIABLE;;300;T000185;ACTIF;PME
C000745;ETB001;CREDIT_BAIL;CREDIT;2017-09-12;2025-11-13;57329.41;46000.69;EUR;VARIABLE;;60;T000135;ACTIF;PME
C000746;ETB001;PRET_IMMO;CREDIT;2023-10-07;2029-06-21;247912.91;55604.97;EUR;FIXE;0.7954;120;T000006;ACTIF;PME
C000747;ETB001;CREDIT_BAIL;CREDIT;2017-12-16;2032-11-26;353304.07;278624.85;EUR;REVISABLE;;60;T000361;ACTIF;PME
C000748;ETB001;CREDIT_BAIL;CREDIT;2018-03-16;2039-02-27;377591.97;72438.85;EUR;FIXE;2.9791;60;T000415;ACTIF;PARTICULIER
C000749;ETB001;PRET_IMMO;CREDIT;2020-06-04;2029-10-05;68407.95;27815.35;EUR;FIXE;4.8179;180;T000272;CLOTURE;PARTICULIER
C000750;ETB001;DECOUVERT;CREDIT;2016-10-14;2038-11-11;258647.46;158466.48;EUR;FIXE;3.6314;120;T000298;CLOTURE;ETI
C000751;ETB001;CREDIT_BAIL;CREDIT;2017-12-13;2029-05-12;98827.93;73566.22;EUR;VARIABLE;;60;T000422;ACTIF;ETI
C000752;ETB001;PEL;EPARGNE;2020-04-26;;226187.97;;EUR;;;;T000071;ACTIF;PME
C000753;ETB001;DAV;DEPOT;2019-07-12;;32058.08;;EUR;;;;T000202;ACTIF;PME
C000754;ETB001;LIVRET_A;EPARGNE;2016-09-07;;285798.12;;EUR;;;;T000218;ACTIF;
C000755;ETB001;PEL;EPARGNE;2019-12-31;;115711.23;;EUR;;;;T000092;ACTIF;PARTICULIER
C000756;ETB001;PEL;EPARGNE;2015-04-15;;200688.71;;EUR;;;;T000015;ACTIF;PARTICULIER
C000757;ETB001;DECOUVERT;CREDIT;2017-03-18;2030-07-07;429609.15;375267.78;EUR;FIXE;4.3916;300;T000237;ACTIF;ETI
C000758;ETB001;CREDIT_BAIL;CREDIT;2020-12-24;2026-07-22;274785.27;235668.68;EUR;REVISABLE;;300;T000425;ACTIF;PME
C000759;ETB001;LIVRET_A;EPARGNE;2023-10-02;;223344.25;;EUR;;;;T000002;ACTIF;ETI
C000760;ETB001;DAV;DEPOT;2020-10-09;;379113.56;;EUR;;;;T000482;ACTIF;PME
C000761;ETB001;LIVRET_A;EPARGNE;2017-01-28;;276782.54;;EUR;;;;T000094;ACTIF;PME
C000762;ETB001;DECOUVERT;CREDIT;2021-06-23;2040-06-19;257201.18;67073.94;EUR;REVISABLE;;180;T000204;CONTENTIEUX;PME
C000763;ETB001;DAV;DEPOT;2023-01-02;;185292.52;;EUR;;;;T000408;ACTIF;PARTICULIER
C000764;ETB001;PRET_IMMO;CREDIT;2018-11-28;2028-06-17;83880.49;20447.97;EUR;FIXE;3.1631;300;T000277;ACTIF;PARTICULIER
C000765;ETB001;DECOUVERT;CREDIT;2023-10-09;2037-03-20;192324.45;168174.46;EUR;VARIABLE;;60;T000007;CONTENTIEUX;PARTICULIER
C000766;ETB001;PRET_IMMO;CREDIT;2019-07-30;2026-09-14;20638.54;6533.4;EUR;REVISABLE;;240;T000319;CLOTURE;PARTICULIER
C000767;ETB001;DECOUVERT;CREDIT;2016-08-08;2039-10-05;53459.9;22976.79;EUR;REVISABLE;;300;T000281;ACTIF;PME
C000768;ETB001;CAT;DEPOT;2019-09-25;;431477.49;;EUR;;;;T000036;ACTIF;ETI
C000769;ETB001;DECOUVERT;CREDIT;2022-11-14;2024-06-23;324576.53;265637.62;EUR;VARIABLE;;60;T000307;ACTIF;ETI
C000770;ETB001;PRET_CONSO;CREDIT;2019-01-20;2032-01-25;296424.59;103158.05;EUR;FIXE;4.457;240;T000032;ACTIF;
C000771;ETB001;LIVRET_A;EPARGNE;2021-11-08;;375004.1;;EUR;;;;T000488;CLOTURE;PARTICULIER
C000772;ETB001;CAT;DEPOT;2021-08-12;;335863.13;;EUR;;;;T000043;ACTIF;ETI
C000773;ETB001;CAT;DEPOT;2020-11-16;;386327.31;;EUR;;;;T000337;ACTIF;PARTICULIER
C000774;ETB001;PRET_IMMO;CREDIT;2018-09-26;2034-01-12;371300.86;113185.17;EUR;REVISABLE;;60;T000186;ACTIF;
C000775;ETB001;PEL;EPARGNE;2020-12-28;;404113.78;;EUR;;;;T000069;ACTIF;PARTICULIER
C000776;ETB001;CREDIT_BAIL;CREDIT;2016-01-10;2040-01-13;76209.78;9347.67;EUR;VARIABLE;;240;T000302;ACTIF;PARTICULIER
C000777;ETB001;DECOUVERT;CREDIT;2020-08-22;2038-10-05;374532.74;302907.45;EUR;REVISABLE;;180;T000141;CLOTURE;
C000778;ETB001;PEL;EPARGNE;2023-03-06;;230895.68;;EUR;;;;T000481;ACTIF;PME
C000779;ETB001;CREDIT_BAIL;CREDIT;2017-12-19;2040-08-27;47324.06;11938.36;EUR;VARIABLE;;180;T000194;ACTIF;
C000780;ETB001;CAT;DEPOT;2016-07-13;;138613.21;;EUR;;;;T000335;ACTIF;
C000781;ETB001;CREDIT_BAIL;CREDIT;2020-04-09;2033-11-08;46731.67;35790.02;EUR;FIXE;3.3246;180;T000007;ACTIF;PME
C000782;ETB001;CREDIT_BAIL;CREDIT;2021-11-08;2029-01-29;122143.41;52014.61;EUR;VARIABLE;;60;T000303;CLOTURE;ETI
C000783;ETB001;LIVRET_A;EPARGNE;2017-06-18;;351748.19;;EUR;;;;T000325;CLOTURE;PARTICULIER
C000784;ETB001;LIVRET_A;EPARGNE;2021-01-22;;382258.47;;EUR;;;;T000341;ACTIF;ETI
C000785;ETB001;LIVRET_A;EPARGNE;2018-03-28;;231805.61;;EUR;;;;T000165;ACTIF;PARTICULIER
C000786;ETB001;PRET_CONSO;CREDIT;2017-03-30;2027-10-25;156397.95;103547.17;EUR;VARIABLE;;180;T000122;ACTIF;PME
C000787;ETB001;CREDIT_BAIL;CREDIT;2015-03-16;2025-04-16;361645.28;287859.27;EUR;REVISABLE;;240;T000027;CLOTURE;PME
C000788;ETB001;PEL;EPARGNE;2022-10-01;;59492.19;;EUR;;;;T000221;ACTIF;ETI
C000789;ETB001;CREDIT_BAIL;CREDIT;2016-02-19;2032-02-17;367584.34;38005.17;EUR;VARIABLE;;300;T000265;ACTIF;
C000790;ETB001;PRET_IMMO;CREDIT;2022-04-03;2028-07-12;412274.75;246885.02;EUR;FIXE;4.4725;180;T000281;ACTIF;ETI
C000791;ETB001;DECOUVERT;CREDIT;2021-10-06;2025-05-24;46453.9;22406.1;EUR;VARIABLE;;300;T000012;ACTIF;PME
C000792;ETB001;DECOUVERT;CREDIT;2021-06-08;2032-09-18;351630.52;45407.85;EUR;FIXE;4.5593;180;T000224;ACTIF;
C000793;ETB001;CREDIT_BAIL;CREDIT;2023-01-10;2030-05-27;421394.53;141880.94;EUR;FIXE;4.4816;60;T000058;CLOTURE;PARTICULIER
C000794;ETB001;CREDIT_BAIL;CREDIT;2022-02-01;2028-11-21;236008.28;67894.72;EUR;FIXE;1.1412;120;T000059;CONTENTIEUX;PME
C000795;ETB001;PRET_IMMO;CREDIT;2020-05-18;2028-08-24;83056.69;55392.24;EUR;REVISABLE;;240;T000123;ACTIF;ETI
C000796;ETB001;CREDIT_BAIL;CREDIT;2015-04-10;2037-09-24;111846.04;42656.26;EUR;VARIABLE;;120;T000358;ACTIF;ETI
C000797;ETB001;PEL;EPARGNE;2019-08-09;;100365.74;;EUR;;;;T000328;ACTIF;ETI
C000798;ETB001;CAT;DEPOT;2021-12-06;;338526.14;;EUR;;;;T000188;CONTENTIEUX;PME
C000799;ETB001;PRET_IMMO;CREDIT;2022-06-15;2025-02-05;58154.4;19768.35;EUR;REVISABLE;;120;T000367;CLOTURE;PARTICULIER
C000800;ETB001;PEL;EPARGNE;2019-06-19;;165286.62;;EUR;;;;T000213;ACTIF;ETI
C000801;ETB001;PEL;EPARGNE;2021-10-27;;452882.01;;EUR;;;;T000499;ACTIF;ETI
C000802;ETB001;CAT;DEPOT;2016-11-23;;32792.66;;EUR;;;;T000283;ACTIF;ETI
C000803;ETB001;DAV;DEPOT;2016-04-16;;150017.49;;EUR;;;;T000486;ACTIF;ETI
C000804;ETB001;DECOUVERT;CREDIT;2018-04-07;2034-01-09;240652.24;25566.06;EUR;REVISABLE;;240;T000337;CONTENTIEUX;ETI
C000805;ETB001;PRET_IMMO;CREDIT;2021-10-31;2031-08-26;219319.82;35031.11;EUR;VARIABLE;;180;T000420;ACTIF;
C000806;ETB001;PRET_CONSO;CREDIT;2021-08-12;2024-04-14;26545.76;20217.56;EUR;FIXE;4.6452;240;T000171;ACTIF;PARTICULIER
C000807;ETB001;DECOUVERT;CREDIT;2018-08-24;2027-05-17;333256.79;210682.4;EUR;REVISABLE;;180;T000439;ACTIF;PARTICULIER
C000808;ETB001;DECOUVERT;CREDIT;2021-12-10;2036-06-14;462581.92;364685.97;EUR;VARIABLE;;180;T000089;ACTIF;PME
C000809;ETB001;CAT;DEPOT;2019-07-18;;470127.19;;EUR;;;;T000062;CONTENTIEUX;
C000810;ETB001;DECOUVERT;CREDIT;2021-06-24;2035-01-02;432462.62;336592.19;EUR;REVISABLE;;60;T000376;ACTIF;PME
C000811;ETB001;LIVRET_A;EPARGNE;2021-03-06;;419409.0;;EUR;;;;T000263;ACTIF;
C000812;ETB001;CAT;DEPOT;2019-01-16;;84889.91;;EUR;;;;T000383;CLOTURE;ETI
C000813;ETB001;DECOUVERT;CREDIT;2016-09-15;2033-06-23;399710.25;119833.61;EUR;VARIABLE;;240;T000006;ACTIF;PARTICULIER
C000814;ETB001;CAT;DEPOT;2023-04-19;;327562.66;;EUR;;;;T000283;CLOTURE;PME
C000815;ETB001;LIVRET_A;EPARGNE;2015-11-01;;165159.24;;EUR;;;;T000482;ACTIF;PME
C000816;ETB001;LIVRET_A;EPARGNE;2021-02-13;;321372.64;;EUR;;;;T000433;ACTIF;PME
C000817;ETB001;PRET_IMMO;CREDIT;2016-04-27;2029-01-07;425923.22;94985.7;EUR;VARIABLE;;240;T000185;CONTENTIEUX;PARTICULIER
C000818;ETB001;CREDIT_BAIL;CREDIT;2021-10-09;2025-06-13;48794.68;39270.22;EUR;FIXE;3.0645;180;T000222;ACTIF;PARTICULIER
C000819;ETB001;DAV;DEPOT;2022-02-18;;162311.22;;EUR;;;;T000290;ACTIF;ETI
C000820;ETB001;PRET_CONSO;CREDIT;2021-10-03;2033-02-10;421085.9;145240.53;EUR;REVISABLE;;180;T000280;CLOTURE;PARTICULIER
C000821;ETB001;DECOUVERT;CREDIT;2018-04-10;2025-07-25;136098.82;66044.22;EUR;VARIABLE;;300;T000263;ACTIF;PME
C000822;ETB001;DECOUVERT;CREDIT;2016-10-05;2036-05-02;493107.29;205058.96;EUR;REVISABLE;;300;T000333;ACTIF;ETI
C000823;ETB001;PEL;EPARGNE;2016-12-08;;422331.82;;EUR;;;;T000349;ACTIF;
C000824;ETB001;PRET_IMMO;CREDIT;2021-04-01;2033-01-21;112511.48;91101.8;EUR;VARIABLE;;300;T000127;ACTIF;PME
C000825;ETB001;CAT;DEPOT;2016-08-22;;185212.76;;EUR;;;;T000366;ACTIF;ETI
C000826;ETB001;PRET_IMMO;CREDIT;2015-05-02;2036-07-03;239281.9;107449.67;EUR;REVISABLE;;300;T000108;CLOTURE;
C000827;ETB001;PEL;EPARGNE;2023-10-21;;258362.58;;EUR;;;;T000334;ACTIF;
C000828;ETB001;DAV;DEPOT;2022-08-19;;211824.36;;EUR;;;;T000309;CONTENTIEUX;
C000829;ETB001;PRET_CONSO;CREDIT;2022-09-18;2026-11-01;152643.35;118867.65;EUR;REVISABLE;;60;T000132;CLOTURE;PARTICULIER
